Internship_ID,Company_Name,Sector,Smart_City_Assigned,Fallback_City,Domain,Required_Skills,Required_Language,Location,Capacity,Reserved_Seats,Rural_Urban_Distribution,Duration,Stipend,Mode,Type,Minimum_Qualification,Min_CGPA,Eligibility_Stream,Application_Deadline
I0926,ISRO,Research,Gurugram,Bangalore,Waste Management,"Blockchain, C++, Finance, Data Science",Hindi,Gurugram,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",2 months,5000,Online,Government,UG,7.1,"Commerce, Management",2025-10-15
I0927,Tech Mahindra,IT,Patna,Gaya,Governance,Finance,Regional,Patna,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",6 months,15000,Hybrid,Corporate,PG,8.0,"Management, Commerce",2025-09-25
I0928,BYJU'S,Education,Lucknow,Kanpur,Education,"Java, IoT, Finance",Hindi,Lucknow,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",2 months,8000,Hybrid,Government,PhD,8.2,"Arts, Management",2025-09-22
I0929,ICICI Bank,Finance,Mumbai,Pune,Water Supply,"Public Policy, Cloud, Python",Hindi,Mumbai,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",3 months,5000,Hybrid,NGO,PG,7.7,"Engineering, Science",2025-09-18
I0930,Tech Mahindra,IT,Bhopal,Indore,Waste Management,"Web Dev, Marketing, AI, IoT",Regional,Bhopal,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",3 months,8000,Online,NGO,PG,7.5,"Science, Engineering",2025-09-18
I0931,Maruti Suzuki,Manufacturing,Lucknow,Kanpur,Waste Management,"C++, SQL, Cloud",Regional,Lucknow,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",6 months,10000,Hybrid,Corporate,PG,6.5,"Management, Commerce",2025-10-16
I0932,BHEL,Manufacturing,Kolkata,Durgapur,Waste Management,"Public Policy, Blockchain",Regional,Kolkata,21,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 14, 'Rural': 7}",2 months,8000,Online,Research,UG,6.8,"Management, Commerce",2025-11-10
I0933,BYJU'S,Education,Delhi,Gurugram,Education,"IoT, AI",Regional,Delhi,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",2 months,10000,Online,Corporate,PhD,6.6,"Commerce, Management",2025-10-07
I0934,ICICI Bank,Finance,Noida,Delhi,Mobility,"IoT, C++, Finance, AI",Hindi,Noida,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",6 months,5000,Hybrid,Corporate,PhD,6.5,"Engineering, Science",2025-09-18
I0935,Tata Consultancy Services,IT,Surat,Vadodara,Governance,"Marketing, App Dev",Regional,Surat,36,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 25, 'Rural': 11}",6 months,15000,Offline,Government,PG,8.1,"Arts, Management",2025-09-17
I0936,Mahindra & Mahindra,Manufacturing,Chandigarh,Delhi,Energy,"Cloud, Web Dev, SQL, Python",Regional,Chandigarh,57,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 39, 'Rural': 18}",2 months,8000,Hybrid,Research,PG,6.4,"Science, Engineering",2025-09-22
I0937,Microsoft India,IT,Indore,Bhopal,Healthcare,"C++, Data Science, AI",Regional,Indore,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",6 months,10000,Offline,Government,PG,6.2,"Science, Engineering",2025-12-05
I0938,Maruti Suzuki,Manufacturing,Pune,Mumbai,Water Supply,"Public Policy, Cybersecurity",Regional,Pune,29,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 20, 'Rural': 9}",6 months,8000,Offline,NGO,PhD,8.0,"Commerce, Management",2025-11-08
I0939,IBM India,IT,Patna,Gaya,Waste Management,IoT,English,Patna,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",4 months,10000,Offline,NGO,PG,7.5,"Science, Engineering",2025-11-14
I0940,BHEL,Manufacturing,Surat,Vadodara,Governance,"Web Dev, Java, Blockchain",Hindi,Surat,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",2 months,5000,Hybrid,Corporate,UG,7.3,"Management, Commerce",2025-10-13
I0941,Wipro,IT,Surat,Vadodara,Energy,"ML, Finance, Java, C++",Regional,Surat,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",2 months,0,Hybrid,NGO,PG,8.2,"Science, Engineering",2025-10-23
I0942,ICICI Bank,Finance,Bangalore,Mysuru,Energy,"Python, Web Dev, App Dev, Public Policy",Regional,Bangalore,56,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 39, 'Rural': 17}",4 months,5000,Hybrid,Research,PhD,7.5,"Arts, Management",2025-10-14
I0943,Tech Mahindra,IT,Ahmedabad,Surat,Water Supply,"Python, Finance, ML, SQL",English,Ahmedabad,55,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 38, 'Rural': 17}",4 months,15000,Hybrid,Research,PhD,6.2,"Engineering, Science",2025-10-28
I0944,Tata Consultancy Services,IT,Guwahati,Kolkata,Mobility,"Java, Marketing",Regional,Guwahati,57,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 39, 'Rural': 18}",2 months,8000,Online,Corporate,PG,8.0,"Commerce, Management",2025-12-01
I0945,HCLTech,IT,Surat,Vadodara,Waste Management,C++,Hindi,Surat,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",2 months,10000,Offline,Research,PG,7.2,"Science, Engineering",2025-10-30
I0946,Microsoft India,IT,Jaipur,Delhi,Governance,"App Dev, Blockchain",English,Jaipur,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",4 months,0,Hybrid,Corporate,PG,7.1,"Arts, Management",2025-10-11
I0947,Flipkart,E-Governance,Delhi,Gurugram,E-Governance,"SQL, ML",English,Delhi,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",2 months,0,Hybrid,Corporate,PhD,7.7,"Engineering, Science",2025-10-23
I0948,Zomato,Smart Mobility,Noida,Delhi,Mobility,App Dev,Hindi,Noida,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",3 months,15000,Hybrid,Government,PhD,6.4,"Engineering, Science",2025-12-06
I0949,OYO,E-Governance,Guwahati,Kolkata,E-Governance,Finance,Regional,Guwahati,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",2 months,8000,Hybrid,Research,PG,6.3,"Arts, Management",2025-10-20
I0950,AIIMS,Healthcare,Delhi,Gurugram,Healthcare,"App Dev, Python, Blockchain, Java",English,Delhi,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",4 months,8000,Online,Research,UG,8.5,"Commerce, Management",2025-09-20
I0951,Apollo Hospitals,Healthcare,Gurugram,Chennai,Healthcare,Cloud,Hindi,Gurugram,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",3 months,5000,Hybrid,NGO,UG,6.3,"Commerce, Management",2025-11-30
I0952,Tata Motors,Manufacturing,Nagpur,Hyderabad,Waste Management,Marketing,Hindi,Nagpur,31,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 21, 'Rural': 10}",4 months,10000,Hybrid,Corporate,PG,6.9,"Arts, Management",2025-10-08
I0953,Zomato,Smart Mobility,Indore,Bhopal,Mobility,Marketing,Hindi,Indore,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",4 months,8000,Online,Government,UG,7.6,"Science, Engineering",2025-10-31
I0954,HCLTech,IT,Noida,Delhi,Energy,"C++, Blockchain, SQL",Regional,Noida,52,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 36, 'Rural': 16}",4 months,8000,Hybrid,Government,PG,7.7,"Science, Engineering",2025-11-14
I0955,Fortis Healthcare,Healthcare,Jaipur,Delhi,Healthcare,"Cybersecurity, Marketing, Public Policy, AI",Regional,Jaipur,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",2 months,5000,Hybrid,Corporate,UG,6.8,"Engineering, Science",2025-11-13
I0956,Paytm,Finance,Kolkata,Durgapur,Healthcare,Blockchain,English,Kolkata,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",3 months,10000,Offline,Government,PG,7.9,"Arts, Management",2025-09-19
I0957,HDFC Bank,Finance,Guwahati,Kolkata,Water Supply,Cybersecurity,Regional,Guwahati,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",3 months,10000,Offline,NGO,UG,7.7,"Science, Engineering",2025-09-28
I0958,Amazon India,IT,Bangalore,Mysuru,Energy,"SQL, Data Science, C++, Cloud",Hindi,Bangalore,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",6 months,5000,Hybrid,Research,PhD,6.2,"Engineering, Science",2025-11-06
I0959,PhonePe,Finance,Bangalore,Mysuru,Healthcare,"Blockchain, Data Science, Java",Hindi,Bangalore,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",4 months,15000,Hybrid,Research,PhD,6.8,"Arts, Management",2025-10-11
I0960,HCLTech,IT,Bhopal,Indore,Water Supply,"Cloud, Finance",English,Bhopal,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",4 months,8000,Online,Corporate,PG,8.2,"Arts, Management",2025-10-10
I0961,ISRO,Research,Gurugram,Pune,Water Supply,"Java, App Dev, AI",English,Gurugram,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",3 months,0,Hybrid,Government,PhD,8.2,"Commerce, Management",2025-10-26
I0962,HDFC Bank,Finance,Hyderabad,Warangal,Governance,"ML, Finance, Public Policy, Blockchain",Hindi,Hyderabad,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",2 months,10000,Online,Research,UG,8.3,"Management, Commerce",2025-09-18
I0963,Tech Mahindra,IT,Pune,Mumbai,Energy,"Marketing, IoT",Regional,Pune,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",6 months,10000,Hybrid,NGO,UG,7.7,"Commerce, Management",2025-10-31
I0964,IBM India,IT,Gurugram,Delhi,Healthcare,Cybersecurity,Regional,Gurugram,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",4 months,8000,Hybrid,Research,UG,8.3,"Engineering, Science",2025-10-13
I0965,IBM India,IT,Delhi,Gurugram,Water Supply,"Java, Blockchain, AI",Hindi,Delhi,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",2 months,15000,Hybrid,Research,UG,6.3,"Arts, Management",2025-11-06
I0966,Fortis Healthcare,Healthcare,Indore,Bhopal,Healthcare,"SQL, Web Dev",Regional,Indore,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",3 months,10000,Hybrid,Government,PG,8.4,"Commerce, Management",2025-10-28
I0967,State Bank of India,Finance,Delhi,Gurugram,Waste Management,"Data Science, Java, Public Policy, SQL",Hindi,Delhi,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",3 months,15000,Offline,Research,PG,6.6,"Management, Commerce",2025-10-16
I0968,HAL,Manufacturing,Indore,Bhopal,Energy,"Blockchain, Cloud, App Dev, Data Science",English,Indore,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",4 months,15000,Offline,Corporate,UG,6.5,"Science, Engineering",2025-11-24
I0969,Adobe India,IT,Lucknow,Kanpur,Water Supply,"Cloud, Data Science, AI, Java",English,Lucknow,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",6 months,8000,Hybrid,Government,UG,8.0,"Engineering, Science",2025-11-21
I0970,AIIMS,Healthcare,Jaipur,Delhi,Healthcare,"Public Policy, Java, Python, AI",Hindi,Jaipur,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",2 months,8000,Online,NGO,PG,6.9,"Management, Commerce",2025-11-23
I0971,Google India,IT,Indore,Bhopal,Governance,"ML, Cybersecurity, Finance, App Dev",Regional,Indore,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",3 months,8000,Offline,Corporate,PhD,7.8,"Science, Engineering",2025-10-03
I0972,Flipkart,E-Governance,Kolkata,Durgapur,E-Governance,"Marketing, Public Policy, Web Dev, Python",Regional,Kolkata,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",2 months,15000,Hybrid,Government,UG,6.6,"Management, Commerce",2025-10-10
I0973,DRDO,Research,Patna,Gaya,Mobility,C++,Hindi,Patna,36,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 25, 'Rural': 11}",3 months,5000,Hybrid,NGO,PG,7.9,"Engineering, Science",2025-11-21
I0974,Adobe India,IT,Delhi,Gurugram,Governance,"App Dev, Web Dev, ML, Blockchain",Hindi,Delhi,25,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 3}","{'Urban': 17, 'Rural': 8}",3 months,0,Hybrid,Corporate,PhD,7.7,"Arts, Management",2025-11-16
I0975,DRDO,Research,Lucknow,Kanpur,Healthcare,"Finance, Python",Regional,Lucknow,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",3 months,0,Offline,Government,PG,6.1,"Management, Commerce",2025-09-25
I0976,PhonePe,Finance,Chandigarh,Delhi,Mobility,"Finance, Blockchain, C++, Cloud",English,Chandigarh,52,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 36, 'Rural': 16}",3 months,8000,Online,NGO,UG,7.1,"Management, Commerce",2025-12-01
I0977,Mahindra & Mahindra,Manufacturing,Indore,Bhopal,Healthcare,"Cybersecurity, AI, Python",Hindi,Indore,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",3 months,8000,Online,Corporate,UG,7.3,"Commerce, Management",2025-10-13
I0978,Tech Mahindra,IT,Kolkata,Durgapur,Mobility,Marketing,English,Kolkata,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",6 months,8000,Hybrid,Government,PG,7.0,"Engineering, Science",2025-10-25
I0979,AIIMS,Healthcare,Kolkata,Durgapur,Healthcare,"SQL, ML, Java, AI",Hindi,Kolkata,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",4 months,15000,Online,Government,UG,8.1,"Arts, Management",2025-11-14
I0980,NTPC,Energy,Pune,Mumbai,Energy,"ML, SQL, Finance",English,Pune,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",4 months,10000,Hybrid,Corporate,PhD,7.5,"Science, Engineering",2025-09-29
I0981,Tata Motors,Manufacturing,Surat,Vadodara,Mobility,"Finance, Public Policy, AI, Java",English,Surat,21,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 14, 'Rural': 7}",3 months,8000,Offline,Government,UG,8.0,"Arts, Management",2025-09-25
I0982,Paytm,Finance,Chennai,Coimbatore,Healthcare,Cloud,Regional,Chennai,31,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 21, 'Rural': 10}",2 months,10000,Offline,Corporate,PG,6.3,"Commerce, Management",2025-10-20
I0983,Adobe India,IT,Hyderabad,Warangal,Water Supply,"AI, SQL",Hindi,Hyderabad,44,"{'GEN': 22, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 14}",2 months,10000,Hybrid,Research,UG,6.1,"Commerce, Management",2025-10-12
I0984,Swiggy,Smart Mobility,Lucknow,Kanpur,Mobility,"App Dev, Public Policy, Python, Blockchain",English,Lucknow,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",4 months,10000,Online,Government,PhD,7.0,"Science, Engineering",2025-11-23
I0985,Ola,Smart Mobility,Nagpur,Mumbai,Mobility,"IoT, Marketing",English,Nagpur,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",6 months,8000,Online,Research,PG,7.4,"Arts, Management",2025-10-17
I0986,Maruti Suzuki,Manufacturing,Chennai,Coimbatore,Healthcare,"Marketing, Blockchain",English,Chennai,50,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 35, 'Rural': 15}",6 months,10000,Online,Research,PhD,7.0,"Management, Commerce",2025-10-04
I0987,Paytm,Finance,Kolkata,Durgapur,Waste Management,"C++, Public Policy",English,Kolkata,53,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 37, 'Rural': 16}",4 months,15000,Offline,Research,PG,7.2,"Management, Commerce",2025-11-23
I0988,HDFC Bank,Finance,Chandigarh,Delhi,Energy,"C++, IoT",Regional,Chandigarh,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",3 months,8000,Online,Research,PG,6.5,"Engineering, Science",2025-09-30
I0989,BYJU'S,Education,Mumbai,Pune,Education,Cloud,English,Mumbai,51,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 35, 'Rural': 16}",4 months,0,Offline,Research,PhD,6.4,"Management, Commerce",2025-10-15
I0990,ONGC,Energy,Delhi,Gurugram,Energy,"Java, Web Dev, Finance, IoT",English,Delhi,57,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 39, 'Rural': 18}",3 months,5000,Online,Government,UG,8.2,"Engineering, Science",2025-10-25
I0991,Flipkart,E-Governance,Indore,Bhopal,E-Governance,"IoT, Web Dev, App Dev",Regional,Indore,29,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 20, 'Rural': 9}",4 months,8000,Online,Corporate,PG,7.5,"Commerce, Management",2025-12-06
I0992,Adobe India,IT,Delhi,Gurugram,Mobility,"Blockchain, Finance, Java, IoT",Regional,Delhi,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",2 months,0,Offline,Corporate,PG,8.0,"Commerce, Management",2025-10-13
I0993,Fortis Healthcare,Healthcare,Lucknow,Kanpur,Healthcare,"Cloud, C++, Web Dev",Regional,Lucknow,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",4 months,15000,Hybrid,NGO,PhD,7.0,"Arts, Management",2025-11-17
I0994,IBM India,IT,Noida,Delhi,Mobility,"C++, IoT",Hindi,Noida,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",2 months,0,Offline,Government,UG,7.7,"Engineering, Science",2025-10-28
I0995,Ola,Smart Mobility,Chandigarh,Delhi,Mobility,"Marketing, C++, IoT",Regional,Chandigarh,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",4 months,8000,Online,NGO,UG,8.4,"Science, Engineering",2025-10-22
I0996,Fortis Healthcare,Healthcare,Patna,Gaya,Healthcare,Cloud,Regional,Patna,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",6 months,0,Online,Research,PhD,7.8,"Commerce, Management",2025-12-04
I0997,Amazon India,IT,Bhopal,Indore,Mobility,Data Science,Regional,Bhopal,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",3 months,8000,Hybrid,Corporate,PhD,8.4,"Engineering, Science",2025-11-14
I0998,Paytm,Finance,Chennai,Coimbatore,Waste Management,"Web Dev, SQL",Regional,Chennai,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",4 months,15000,Offline,Research,UG,6.3,"Management, Commerce",2025-11-25
I0999,Zomato,Smart Mobility,Bhopal,Indore,Mobility,"Finance, Java, C++",Regional,Bhopal,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",3 months,8000,Hybrid,Corporate,PG,7.5,"Engineering, Science",2025-09-28
I1000,AIIMS,Healthcare,Gurugram,Hyderabad,Healthcare,"Blockchain, Cloud, AI, Marketing",Regional,Gurugram,53,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 37, 'Rural': 16}",4 months,8000,Online,Research,PG,8.5,"Engineering, Science",2025-11-15
I1001,ICICI Bank,Finance,Jaipur,Delhi,Waste Management,C++,Hindi,Jaipur,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",4 months,0,Online,NGO,UG,7.0,"Commerce, Management",2025-11-28
I1002,HAL,Manufacturing,Delhi,Gurugram,Energy,"AI, Data Science",Hindi,Delhi,55,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 38, 'Rural': 17}",3 months,5000,Hybrid,NGO,PhD,8.0,"Science, Engineering",2025-11-08
I1003,Fortis Healthcare,Healthcare,Surat,Vadodara,Healthcare,"Cybersecurity, Blockchain, Data Science",English,Surat,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",4 months,10000,Hybrid,Corporate,PG,6.4,"Arts, Management",2025-10-06
I1004,OYO,E-Governance,Bangalore,Mysuru,E-Governance,"Python, Public Policy",Regional,Bangalore,55,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 38, 'Rural': 17}",3 months,10000,Online,Research,PhD,6.7,"Arts, Management",2025-09-28
I1005,ONGC,Energy,Hyderabad,Warangal,Energy,"Data Science, SQL, ML",Regional,Hyderabad,44,"{'GEN': 22, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 14}",2 months,0,Offline,Research,PG,7.2,"Management, Commerce",2025-10-31
I1006,HDFC Bank,Finance,Mumbai,Pune,Waste Management,Web Dev,English,Mumbai,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",6 months,15000,Hybrid,NGO,PG,7.6,"Commerce, Management",2025-10-12
I1007,Tech Mahindra,IT,Lucknow,Kanpur,Healthcare,"Blockchain, Cloud, Cybersecurity, Web Dev",Hindi,Lucknow,31,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 21, 'Rural': 10}",6 months,8000,Offline,Corporate,PhD,7.1,"Science, Engineering",2025-10-08
I1008,ONGC,Energy,Bhopal,Indore,Energy,"SQL, Blockchain, Cybersecurity, AI",Hindi,Bhopal,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",6 months,8000,Online,Government,PhD,6.6,"Arts, Management",2025-10-30
I1009,Tata Motors,Manufacturing,Jaipur,Delhi,Waste Management,"IoT, Python, AI",English,Jaipur,55,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 38, 'Rural': 17}",4 months,5000,Offline,Research,PhD,8.2,"Management, Commerce",2025-10-05
I1010,Google India,IT,Surat,Vadodara,Healthcare,"IoT, AI",Hindi,Surat,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",3 months,10000,Offline,Research,PhD,6.0,"Engineering, Science",2025-11-01
I1011,Swiggy,Smart Mobility,Ahmedabad,Surat,Mobility,"Finance, ML, Cloud, Marketing",English,Ahmedabad,36,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 25, 'Rural': 11}",2 months,5000,Hybrid,Research,PhD,7.4,"Commerce, Management",2025-12-05
I1012,BHEL,Manufacturing,Gurugram,Chennai,Waste Management,"Cloud, App Dev, IoT, Web Dev",English,Gurugram,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",4 months,8000,Hybrid,Government,PG,6.7,"Arts, Management",2025-11-07
